IID,ancestry,white_brit,Unnamed: 0
5550315,Italy,0,41972
5134996,Italy,0,76370
1654111,Italy,0,10319
4761644,Italy,0,160363
4536424,Italy,0,122617
3982755,Italy,0,178422
5590401,Italy,0,65715
3838721,Italy,0,222561
1643054,Italy,0,334566
5002186,Italy,0,213245
5033408,Italy,0,67522
1602220,Italy,0,357963
4541997,Italy,0,216601
1001090,Italy,0,183010
1547990,Italy,0,76746
5882470,Italy,0,23340
4498200,Italy,0,382140
1567542,Italy,0,308298
4569866,Italy,0,126863
1020319,Italy,0,421731
2532208,Italy,0,337258
1086874,Italy,0,458782
5630386,Italy,0,347597
5108135,Italy,0,202164
4169591,Italy,0,25886
5231924,Italy,0,361347
5224323,Italy,0,49713
5903712,Italy,0,470716
3199414,Italy,0,95290
1822696,Italy,0,400384
1695601,Italy,0,52948
4122815,Italy,0,70663
4822990,Italy,0,383744
2869216,Italy,0,116373
2257307,Italy,0,363422
3501677,Italy,0,440504
5039617,Italy,0,70822
3603699,Italy,0,166823
1189642,Italy,0,279337
1103442,Italy,0,400688
3339329,Italy,0,97365
3926035,Italy,0,304725
2875956,Italy,0,315272
4332369,Italy,0,343793
4801888,Italy,0,64007
2498588,Italy,0,73239
3708472,Italy,0,68353
3635738,Italy,0,135190
5303660,Italy,0,310435
2228134,Italy,0,366906
3472628,Italy,0,313529
3695628,Italy,0,407307
1669287,Italy,0,481429
4241879,Italy,0,70555
4994385,Italy,0,103191
3534043,Italy,0,107680
4127297,Italy,0,415456
4109665,Italy,0,109002
5218696,Italy,0,378317
3511682,Italy,0,4377
5814708,Italy,0,47826
3754705,Italy,0,363690
1283848,Italy,0,25159
1440937,Italy,0,432166
2902591,Italy,0,194070
2583022,Italy,0,64824
4968401,Italy,0,39723
2405101,Italy,0,228839
2865133,Italy,0,45239
2014812,Italy,0,82663
4740252,Italy,0,299395
1091969,Italy,0,421586
3785504,Italy,0,214667
3113294,Italy,0,248482
5193684,Italy,0,61634
2240621,Italy,0,91541
4068575,Italy,0,125561
1679253,Italy,0,87554
2387370,Italy,0,333137
1910177,Italy,0,170759
2604358,Italy,0,344892
4279756,Italy,0,106512
4535332,Italy,0,363320
5628643,Italy,0,105250
4233772,Italy,0,32729
2266072,Italy,0,338679
3955253,Italy,0,55945
4511146,Italy,0,438045
5864335,Italy,0,430010
4416509,Italy,0,213098
4198741,Italy,0,448665
3998663,Italy,0,125611
1956877,Italy,0,59877
4575335,Italy,0,248777
3351088,Italy,0,394781
4019518,Italy,0,464018
5331759,Italy,0,348523
4875218,Italy,0,174086
1777270,Italy,0,474511
3982854,Italy,0,440537
3541039,Italy,0,301770
4310167,Italy,0,344932
5189614,Italy,0,204232
3631538,Italy,0,274749
4427771,Italy,0,254414
4321607,Italy,0,132312
1720212,Italy,0,323356
1559456,Italy,0,293694
4954033,Italy,0,322889
1475228,Italy,0,402016
4140174,Italy,0,386369
5962735,Italy,0,254271
3258357,Italy,0,243986
2518196,Italy,0,146188
1531388,Italy,0,397592
4869507,Italy,0,312095
2191256,Italy,0,371855
2465759,Italy,0,171158
5588774,Italy,0,486365
1596685,Italy,0,335088
4861424,Italy,0,293580
5094311,Italy,0,19073
2084512,Italy,0,3477
3652006,Italy,0,237009
5579621,Italy,0,268721
4439369,Italy,0,354898
2656606,Italy,0,331153
4128467,Italy,0,436171
2153014,Italy,0,408541
3818398,Italy,0,307709
2517360,Italy,0,380121
4931040,Italy,0,238845
3033542,Italy,0,182758
2533072,Italy,0,300965
4485540,Italy,0,103326
5618675,Italy,0,298078
5948658,Italy,0,415468
2246304,Italy,0,340905
1276575,Italy,0,246406
5113772,Italy,0,107862
3219954,Italy,0,2783
5208614,Italy,0,267632
2727202,Italy,0,265832
3832706,Italy,0,302211
5070601,Italy,0,115805
4472075,Italy,0,224397
4342283,Italy,0,140206
2388589,Italy,0,474392
2311006,Italy,0,251170
5388457,Italy,0,340002
4566147,Italy,0,82716
4515063,Italy,0,366479
2940078,Italy,0,323143
1056792,Italy,0,76059
5748479,Italy,0,107010
5520358,Italy,0,109728
3534463,Italy,0,470873
4399484,Italy,0,400392
1259369,Italy,0,396476
3514141,Italy,0,61076
1373466,Italy,0,45351
2577672,Italy,0,109790
4873722,Italy,0,18506
2595205,Italy,0,83250
5437371,Italy,0,443705
3302791,Italy,0,379607
3470356,Italy,0,254296
3625930,Italy,0,207785
1023991,Italy,0,213200
4054659,Italy,0,344823
4004435,Italy,0,157867
2208402,Italy,0,60289
5901497,Italy,0,144679
5957071,Italy,0,59444
3928719,Italy,0,40607
1198907,Italy,0,128591
5186485,Italy,0,362417
4577484,Italy,0,320496
3407890,Italy,0,176078
1896206,Italy,0,350477
2132218,Italy,0,39819
1086557,Italy,0,234205
3178677,Italy,0,282912
5820802,Italy,0,338494
5939547,Italy,0,312379
5091443,Italy,0,42712
2092280,Italy,0,312303
3357587,Italy,0,21867
4144748,Italy,0,290987
5982163,Italy,0,420176
3691062,Italy,0,310089
4295503,Italy,0,436856
1164022,Italy,0,447399
3434780,Italy,0,138303
1360148,Italy,0,434711
2195967,Italy,0,47888
2243160,Italy,0,456123
1546642,Italy,0,293937
4190297,Italy,0,73103
3147665,Italy,0,215108
4734505,Italy,0,178460
2931317,Italy,0,325518
1235455,Italy,0,328965
4558186,Italy,0,484276
2404193,Italy,0,445250
3335311,Italy,0,216226
2957035,Italy,0,302160
2024893,Italy,0,5240
5284275,Italy,0,17232
1623125,Italy,0,326546
3515281,Italy,0,459965
5238340,Italy,0,398939
2967846,Italy,0,337898
4958729,Italy,0,163701
2557070,Italy,0,7072
2415233,Italy,0,291916
3749889,Italy,0,227118
3785596,Italy,0,64701
3319154,Italy,0,45587
2861250,Italy,0,440903
4968354,Italy,0,160943
5698695,Italy,0,306869
2636343,Italy,0,62936
3960272,Italy,0,404973
4740477,Italy,0,159252
1878743,Italy,0,221724
1328643,Italy,0,307289
5493819,Italy,0,368819
2943485,Italy,0,78724
1971015,Italy,0,28854
2245675,Italy,0,99949
4306904,Italy,0,154630
2356157,Italy,0,160615
5160725,Italy,0,462832
2387414,Italy,0,199167
2861264,Italy,0,98273
1112406,Italy,0,2455
4234183,Italy,0,283123
1193918,Italy,0,344338
1612095,Italy,0,349651
1418935,Italy,0,470604
4265147,Italy,0,74618
3654079,Italy,0,383879
3941553,Italy,0,39499
3414300,Italy,0,2470
2114384,Italy,0,390763
5730594,Italy,0,381146
4089303,Italy,0,290683
4333675,Italy,0,220857
2305373,Italy,0,102252
2613577,Italy,0,432427
1625357,Italy,0,223333
4487497,Italy,0,110908
4253751,Italy,0,155135
4433326,Italy,0,321150
2082382,Italy,0,413379
1064389,Italy,0,375467
2838016,Italy,0,174092
5675721,Italy,0,80986
3556415,Italy,0,472119
1905436,Italy,0,5477
4963405,Italy,0,206666
1941203,Italy,0,340100
5704482,Italy,0,3927
5715887,Italy,0,239255
3984377,Italy,0,340026
4511706,Italy,0,388583
3789723,Italy,0,420777
2428982,Italy,0,424237
3478985,Italy,0,391211
2085735,Italy,0,395453
5412940,Italy,0,421334
5451064,Italy,0,421278
1748181,Italy,0,265044
2327800,Italy,0,89558
2805236,Italy,0,152913
5374408,Italy,0,475766
4323566,Italy,0,46474
3768555,Italy,0,290838
4297763,Italy,0,8902
5600993,Italy,0,178090
2841792,Italy,0,22607
4798918,Italy,0,4894
1255971,Italy,0,23764
4723741,Italy,0,286497
6013475,Italy,0,162352
5832745,Italy,0,146541
4125040,Italy,0,23578
4794979,Italy,0,207116
6007230,Italy,0,218169
5584127,Italy,0,359854
5084605,Italy,0,72147
1124762,Italy,0,137194
4450462,Italy,0,107685
3558758,Italy,0,74141
2225972,Italy,0,341361
4282821,Italy,0,286318
4710171,Italy,0,194181
5244358,Italy,0,52764
1556756,Italy,0,170780
3030142,Italy,0,291511
5911517,Italy,0,261112
3984402,Italy,0,111093
5421341,Italy,0,40710
2309639,Italy,0,96564
1720731,Italy,0,445979
2251243,Italy,0,325739
1262962,Italy,0,409258
3123984,Italy,0,81244
4071552,Italy,0,134510
4640441,Italy,0,351618
4318763,Italy,0,130338
6021571,Italy,0,117892
5919497,Italy,0,349666
5455848,Italy,0,264643
5088556,Italy,0,163597
3855392,Italy,0,162621
1701916,Italy,0,342688
4663330,Italy,0,343192
5040804,Italy,0,361350
1733768,Italy,0,161958
2387384,Italy,0,251907
1589611,Italy,0,427908
3122682,Italy,0,434341
1232100,Italy,0,196545
2211079,Italy,0,31360
2277609,Italy,0,335241
4987480,Italy,0,432884
1513295,Italy,0,109545
3110866,Italy,0,352624
1722953,Italy,0,467658
2209956,Italy,0,307163
4134967,Italy,0,341923
4577845,Italy,0,238329
2199527,Italy,0,125281
5234188,Italy,0,338238
1870658,Italy,0,340585
2441471,Italy,0,135970
2953726,Italy,0,463238
2920544,Italy,0,266082
3717632,Italy,0,317084
4988557,Italy,0,163793
2910828,Italy,0,286955
3688447,Italy,0,303248
4774359,Italy,0,348848
3136152,Italy,0,373366
2516927,Italy,0,97829
1851686,Italy,0,325864
2959800,Italy,0,465860
1400537,Italy,0,336772
3958049,Italy,0,171838
3540814,Italy,0,429332
4222015,Italy,0,372952
2094347,Italy,0,241120
3032514,Italy,0,114941
4941106,Italy,0,265404
4564089,Italy,0,214208
1194870,Italy,0,417905
2497175,Italy,0,102305
1215566,Italy,0,302824
1538816,Italy,0,13630
5919770,Italy,0,459146
2745156,Italy,0,213259
1769083,Italy,0,236535
5640348,Italy,0,334422
2447504,Italy,0,357833
4453278,Italy,0,129993
4606264,Italy,0,258168
4578250,Italy,0,420482
2890852,Italy,0,316532
2372522,Italy,0,52116
2327090,Italy,0,394099
1900207,Italy,0,214450
4530321,Italy,0,130727
3851873,Italy,0,310562
1804318,Italy,0,422377
1146131,Italy,0,361266
4897093,Italy,0,447883
3140049,Italy,0,4839
5959740,Italy,0,210621
2644401,Italy,0,320988
1264941,Italy,0,217254
4497808,Italy,0,269795
4180897,Italy,0,89634
4541172,Italy,0,344349
4086179,Italy,0,113953
5630607,Italy,0,448495
4853167,Italy,0,448802
3237941,Italy,0,229317
3370139,Italy,0,205160
5384129,Italy,0,214505
2562613,Italy,0,248479
4242745,Italy,0,200242
5641027,Italy,0,183230
4820656,Italy,0,332835
2809160,Italy,0,270014
4761869,Italy,0,344032
3510041,Italy,0,157037
1214667,Italy,0,263332
3336928,Italy,0,268506
2322270,Italy,0,332456
5897432,Italy,0,297789
2413441,Italy,0,442040
4765095,Italy,0,361039
2190793,Italy,0,350169
5964728,Italy,0,297098
1989733,Italy,0,156608
2620098,Italy,0,358734
3934776,Italy,0,317680
1289897,Italy,0,134136
2901700,Italy,0,138271
1138163,Italy,0,285572
4677098,Italy,0,14851
5839424,Italy,0,128396
1322472,Italy,0,261369
5691441,Italy,0,305787
4801666,Italy,0,305885
5414541,Italy,0,484623
3593245,Italy,0,233044
1678219,Italy,0,39655
1526901,Italy,0,25917
5319293,Italy,0,276085
3843084,Italy,0,27513
2602027,Italy,0,299247
3353606,Italy,0,135490
4610462,Italy,0,240915
4979606,Italy,0,364123
3440133,Italy,0,106504
3479684,Italy,0,165647
2372901,Italy,0,392381
4922028,Italy,0,48288
2519006,Italy,0,21758
1158492,Italy,0,146532
2104598,Italy,0,176338
4131772,Italy,0,6220
3309877,Italy,0,314474
1698678,Italy,0,266705
4025781,Italy,0,11117
4568291,Italy,0,18840
2970503,Italy,0,378485
1384840,Italy,0,212234
4109925,Italy,0,272604
2083788,Italy,0,174227
1950192,Italy,0,75705
4940586,Italy,0,107435
4407644,Italy,0,337006
5622231,Italy,0,76515
3137992,Italy,0,282276
5700160,Italy,0,8120
4726080,Italy,0,111338
2099401,Italy,0,337797
5192032,Italy,0,185121
4367731,Italy,0,136790
4160805,Italy,0,103317
1107614,Italy,0,140
5526431,Italy,0,429706
1418782,Italy,0,279204
5606396,Italy,0,418807
1442519,Italy,0,330212
2696198,Italy,0,353129
5886920,Italy,0,428492
2394279,Italy,0,480658
1993050,Italy,0,284964
1296262,Italy,0,422848
4757725,Italy,0,480942
1020292,Italy,0,320412
4650195,Italy,0,94899
2645629,Italy,0,16090
1118667,Italy,0,52483
4235837,Italy,0,120673
1608270,Italy,0,147743
5964255,Italy,0,124261
2436236,Italy,0,158202
4708694,Italy,0,298325
5947250,Italy,0,224217
5273770,Italy,0,388485
2436537,Italy,0,186949
4337512,Italy,0,415103
3645264,Italy,0,302580
3445808,Italy,0,186386
4505127,Italy,0,211074
3056587,Italy,0,213202
2279386,Italy,0,151576
2387406,Italy,0,324505
1506025,Italy,0,250221
4891691,Italy,0,376819
1417484,Italy,0,168075
2385125,Italy,0,263917
4207614,Italy,0,340596
5146558,Italy,0,59855
1144283,Italy,0,207192
3729066,Italy,0,386853
5066339,Italy,0,238087
3943405,Italy,0,29960
2997706,Italy,0,76802
2293797,Italy,0,213664
3677425,Italy,0,479394
3969803,Italy,0,4358
3212611,Italy,0,261067
4263208,Italy,0,136710
4224461,Italy,0,476652
4240033,Italy,0,217407
4396534,Italy,0,194785
4805074,Italy,0,435237
2804321,Italy,0,79074
4453353,Italy,0,170092
4399533,Italy,0,379096
1143344,Italy,0,433522
1966866,Italy,0,224455
2051635,Italy,0,103567
1906786,Italy,0,36703
1401719,Italy,0,134863
6014846,Italy,0,50735
4184138,Italy,0,111143
3275716,Italy,0,348328
1329046,Italy,0,148758
3367556,Italy,0,182929
4875894,Italy,0,128004
5944921,Italy,0,248908
5294680,Italy,0,93675
5890785,Italy,0,420246
4263190,Italy,0,445790
4743703,Italy,0,22444
2822288,Italy,0,8560
2978087,Italy,0,282346
2438353,Italy,0,478837
5429061,Italy,0,42951
3163629,Italy,0,143000
3448008,Italy,0,52379
2734333,Italy,0,361351
1980666,Italy,0,418829
2522006,Italy,0,334986
5374656,Italy,0,261078
1487467,Italy,0,84903
3581756,Italy,0,248659
2448659,Italy,0,417064
4323912,Italy,0,75068
5689607,Italy,0,456341
5104332,Italy,0,257789
1873646,Italy,0,342079
5562383,Italy,0,375660
5742874,Italy,0,324514
4172438,Italy,0,413871
5958939,Italy,0,390321
3419267,Italy,0,5181
4794619,Italy,0,354065
5403544,Italy,0,210234
5272046,Italy,0,453176
3467437,Italy,0,148935
5239840,Italy,0,375858
2997714,Italy,0,235301
2213712,Italy,0,350846
1002630,Italy,0,53331
1401120,Italy,0,1958
1763165,Italy,0,482274
2914794,Italy,0,282485
3662771,Italy,0,466173
3886936,Italy,0,471189
5293126,Italy,0,35550
6014108,Italy,0,29358
3657200,Italy,0,166788
3291430,Italy,0,186693
3877722,Italy,0,174084
4515102,Italy,0,69418
3444849,Italy,0,289963
4502713,Italy,0,177763
1739925,Italy,0,1781
4136538,Italy,0,34576
2680830,Italy,0,16100
3416784,Italy,0,209179
2649584,Italy,0,9168
2226493,Italy,0,15437
5494704,Italy,0,197620
4713299,Italy,0,169947
1309148,Italy,0,408403
1937823,Italy,0,181530
5049911,Italy,0,31566
5041132,Italy,0,81658
5991906,Italy,0,59798
3999493,Italy,0,215587
5184856,Italy,0,451108
3468997,Italy,0,299197
1035813,Italy,0,287064
3744066,Italy,0,209040
4189654,Italy,0,10810
1662487,Italy,0,294221
2460166,Italy,0,266204
5817278,Italy,0,214910
4457537,Italy,0,256969
2013121,Italy,0,241113
3551387,Italy,0,164975
3746020,Italy,0,198122
4533116,Italy,0,31034
3495000,Italy,0,40742
3603787,Italy,0,68135
4077630,Italy,0,309772
1150422,Italy,0,227299
2345396,Italy,0,64530
2894301,Italy,0,429794
3835741,Italy,0,42768
5287561,Italy,0,353051
4409414,Italy,0,140142
3139331,Italy,0,153650
1851741,Italy,0,118001
3804232,Italy,0,28953
3628102,Italy,0,181722
3907860,Italy,0,225636
5700928,Italy,0,81067
2335578,Italy,0,211799
1217924,Italy,0,457574
4241765,Italy,0,379235
1071474,Italy,0,138340
4272590,Italy,0,237452
4839081,Italy,0,269313
1275444,Italy,0,83274
2226029,Italy,0,359651
1721686,Italy,0,177899
1441201,Italy,0,426178
6020067,Italy,0,354495
5179393,Italy,0,270441
3812826,Italy,0,45628
4688713,Italy,0,458883
4276830,Italy,0,87993
5664036,Italy,0,144260
1255007,Italy,0,240387
1603439,Italy,0,146792
5266688,Italy,0,307463
4124325,Italy,0,217697
5109959,Italy,0,92268
3294637,Italy,0,224654
1250572,Italy,0,135000
5310624,Italy,0,403531
5626088,Italy,0,355445
4254471,Italy,0,110862
2419105,Italy,0,342858
4378103,Italy,0,81740
1188729,Italy,0,17437
4807637,Italy,0,480761
1920122,Italy,0,382135
3078025,Italy,0,146221
4682182,Italy,0,34442
3087831,Italy,0,318145
3273611,Italy,0,194307
2962068,Italy,0,279579
1336509,Italy,0,328924
1469226,Italy,0,77836
3996700,Italy,0,1150
5358733,Italy,0,486634
1816186,Italy,0,285065
4504182,Italy,0,387188
2091766,Italy,0,321442
2026299,Italy,0,262169
4773387,Italy,0,422579
1608666,Italy,0,362153
5101242,Italy,0,476152
3045873,Italy,0,267992
4822524,Italy,0,398213
3139855,Italy,0,20779
4682603,Italy,0,434255
6024729,Italy,0,343205
1268912,Italy,0,118785
4594483,Italy,0,208428
5261362,Italy,0,163707
4875393,Italy,0,29407
5177070,Italy,0,190183
2661809,Italy,0,243784
3060056,Italy,0,87149
1765324,Italy,0,80221
4597656,Italy,0,317021
4291304,Italy,0,358931
5171885,Italy,0,30237
2901471,Italy,0,90766
5503547,Italy,0,440171
2794045,Italy,0,76756
2528086,Italy,0,101895
3124976,Italy,0,176770
4224310,Italy,0,65206
3874535,Italy,0,273000
3810187,Italy,0,315615
5494352,Italy,0,217889
5306673,Italy,0,132693
2445555,Italy,0,318141
2669368,Italy,0,440206
4203438,Italy,0,130706
3917385,Italy,0,371242
2299289,Italy,0,206516
2764866,Italy,0,7900
1541119,Italy,0,8978
5526423,Italy,0,158204
4355105,Italy,0,342327
4849706,Italy,0,156902
2101597,Italy,0,342907
4633999,Italy,0,468976
2492013,Italy,0,248260
1914653,Italy,0,448297
2126870,Italy,0,101181
2012478,Italy,0,374902
1039216,Italy,0,374540
5708327,Italy,0,325207
4195262,Italy,0,87962
2865557,Italy,0,297754
5425030,Italy,0,43385
1016721,Italy,0,284509
2061745,Italy,0,190254
3249015,Italy,0,144369
5081957,Italy,0,366285
2166825,Italy,0,378552
2914911,Italy,0,317186
2496648,Italy,0,455657
5507724,Italy,0,109326
2939493,Italy,0,455793
1374522,Italy,0,356765
1419028,Italy,0,356065
4982291,Italy,0,396496
1489853,Italy,0,41121
1203092,Italy,0,49738
4074908,Italy,0,137221
5696004,Italy,0,115006
3727005,Italy,0,332239
3039983,Italy,0,108774
2859298,Italy,0,426439
3805915,Italy,0,479402
4706901,Italy,0,270741
2031621,Italy,0,314049
1482315,Italy,0,427552
5514206,Italy,0,452208
4365872,Italy,0,473240
1280343,Italy,0,485220
1454229,Italy,0,479054
4688971,Italy,0,12256
4769933,Italy,0,155483
2977851,Italy,0,394824
2840346,Italy,0,78873
2363336,Italy,0,105891
1219110,Italy,0,253469
5486041,Italy,0,13815
3167229,Italy,0,54108
3237598,Italy,0,249501
3785274,Italy,0,238025
4709941,Italy,0,11319
1340969,Italy,0,17607
3523009,Italy,0,291770
5309281,Italy,0,452761
4440466,Italy,0,23791
1281541,Italy,0,218674
2119877,Italy,0,190886
4487446,Italy,0,351971
2000457,Italy,0,265000
1247132,Italy,0,401319
2827321,Italy,0,140902
2443293,Italy,0,414337
4526205,Italy,0,394476
1399780,Italy,0,63293
3380897,Italy,0,89948
2324969,Italy,0,172129
2701379,Italy,0,471827
4783027,Italy,0,336775
3964879,Italy,0,331379
3034306,Italy,0,161863
3168120,Italy,0,58390
5009310,Italy,0,277437
5902878,Italy,0,415712
4612073,Italy,0,111092
2783397,Italy,0,198793
2870067,Italy,0,332374
4200117,Italy,0,226280
1996832,Italy,0,361697
2550100,Italy,0,19384
2724883,Italy,0,356334
4928570,Italy,0,186042
5675593,Italy,0,93730
4840884,Italy,0,72620
5681950,Italy,0,58155
2572197,Italy,0,131189
2395524,Italy,0,69083
2105547,Italy,0,172850
4912784,Italy,0,345681
5562202,Italy,0,197993
2112875,Italy,0,108462
1760732,Italy,0,175952
2588870,Italy,0,483262
5717777,Italy,0,439553
5875533,Italy,0,231389
1072617,Italy,0,479691
4300077,Italy,0,104547
5782804,Italy,0,208975
2649177,Italy,0,216918
1310059,Italy,0,299974
1783436,Italy,0,55890
1154290,Italy,0,192730
2638200,Italy,0,426628
5537804,Italy,0,414541
5803529,Italy,0,400781
1370063,Italy,0,92416
1726222,Italy,0,178784
1428858,Italy,0,80357
5574032,Italy,0,115892
1832489,Italy,0,205570
1852854,Italy,0,20038
3133636,Italy,0,456977
4858559,Italy,0,124583
4488025,Italy,0,425607
1948031,Italy,0,414161
5746242,Italy,0,111385
1466843,Italy,0,249753
2615997,Italy,0,148675
2580129,Italy,0,321137
1892284,Italy,0,96910
1158867,Italy,0,227044
2025433,Italy,0,327055
1966602,Italy,0,140953
3634120,Italy,0,130709
2512742,Italy,0,121051
5979622,Italy,0,106999
4582401,Italy,0,363604
4665960,Italy,0,289007
1618677,Italy,0,277687
1603646,Italy,0,346511
4699913,India,0,138309
3250590,India,0,305479
3650897,India,0,298668
1284696,India,0,361384
1092656,India,0,65193
2772449,India,0,173823
5753657,India,0,296446
1607617,India,0,49340
3069817,India,0,27964
2594727,India,0,231048
4600523,India,0,83049
5798461,India,0,374145
5250211,India,0,98184
3499161,India,0,10385
3435157,India,0,45828
5691778,India,0,125757
5011948,India,0,173628
5843550,India,0,56665
2553360,India,0,394687
1006380,India,0,159399
1533832,India,0,184456
4435565,India,0,82723
2421154,India,0,50762
5431746,India,0,437199
1457219,India,0,199897
2870351,India,0,78376
1410276,India,0,69228
1679062,India,0,87840
4031480,India,0,338886
5040332,India,0,247098
2514846,India,0,330667
2300223,India,0,215757
5173682,India,0,340038
2153507,India,0,94932
4562275,India,0,194641
2739926,India,0,248188
3529661,India,0,160601
5656256,India,0,320368
4538814,India,0,28743
3929519,India,0,299463
5514319,India,0,83023
1452391,India,0,208616
4251898,India,0,141068
3058522,India,0,386544
1123949,India,0,377916
4634832,India,0,346918
3268386,India,0,66830
2937172,India,0,285305
4293019,India,0,104393
4948247,India,0,332966
3904851,India,0,9094
4410213,India,0,86321
4111795,India,0,435146
2474224,India,0,112480
5311962,India,0,375270
1322489,India,0,314392
1030098,India,0,392077
2448946,India,0,106956
5956656,India,0,25734
1959916,India,0,367401
1701123,India,0,295516
3323464,India,0,245947
3939827,India,0,472400
2341862,India,0,202923
3787849,India,0,155518
3238686,India,0,342583
3509064,India,0,223305
1340815,India,0,49151
3845069,India,0,159283
4356744,India,0,142301
3592934,India,0,179760
3503176,India,0,46741
4048411,India,0,274161
3623548,India,0,62108
1624726,India,0,432467
3342635,India,0,249092
3738848,India,0,245275
4024347,India,0,363606
1432258,India,0,88103
6016415,India,0,354337
1112986,India,0,213950
4685186,India,0,429326
4792539,India,0,291291
4117352,India,0,424274
1995165,India,0,230417
3617120,India,0,342582
1763377,India,0,207148
4342316,India,0,281461
1344863,India,0,55130
1543580,India,0,323314
2252547,India,0,89336
2618956,India,0,431862
2432486,India,0,365524
4947224,India,0,131167
2500064,India,0,14689
4316362,India,0,138690
5927869,India,0,73668
2483853,India,0,237254
5613288,India,0,129038
3177634,India,0,135957
1519154,India,0,4338
5893766,India,0,99658
4132483,India,0,215357
5322875,India,0,1324
5912120,India,0,396485
4796732,India,0,203536
5731611,India,0,354559
1374785,India,0,429565
4029128,India,0,437179
3112681,India,0,129466
5093114,India,0,282767
5609264,India,0,396238
4227055,India,0,103739
5381536,India,0,48400
1982224,India,0,329734
1748084,India,0,213239
5460332,India,0,318450
4059194,India,0,163071
5382370,India,0,353345
1721924,India,0,419940
4315470,India,0,210279
3166078,India,0,115234
3354601,India,0,330345
2581811,India,0,345340
1698918,India,0,385989
4247049,India,0,144690
2528475,India,0,411857
3320173,India,0,281262
4685699,India,0,104156
1121929,India,0,330248
1390586,India,0,39457
1388436,India,0,169986
4781981,India,0,210758
2959947,India,0,244259
4465928,India,0,56935
2554518,India,0,291760
5894357,India,0,235921
4691831,India,0,139640
4733910,India,0,38683
1910248,India,0,254795
1758146,India,0,178020
4334169,India,0,75907
5549388,India,0,358774
4952688,India,0,312702
5714772,India,0,159844
5446492,India,0,385419
3882360,India,0,29460
5423883,India,0,272345
4836517,India,0,292516
5949041,India,0,251790
1162596,India,0,286713
5735727,India,0,25489
4156394,India,0,158075
3377464,India,0,325410
2723463,India,0,394930
2195461,India,0,401048
5313675,India,0,57463
5081923,India,0,114694
5390507,India,0,93419
1671155,India,0,420343
4899185,India,0,214084
4324015,India,0,33306
5704440,India,0,176907
3839937,India,0,33593
5731697,India,0,434220
1849795,India,0,278492
1204228,India,0,112474
4432248,India,0,175451
3071403,India,0,77207
1363134,India,0,263371
1003453,India,0,110527
5576681,India,0,108082
4298018,India,0,240444
5876009,India,0,70955
1498512,India,0,341292
2572218,India,0,19152
3606247,India,0,92840
5782698,India,0,19374
3319475,India,0,74197
5873792,India,0,141875
5654725,India,0,231039
5768377,India,0,35688
3929100,India,0,39523
1669129,India,0,240774
2782512,India,0,400003
4827774,India,0,322609
3069331,India,0,43671
1260955,India,0,251686
1224475,India,0,407617
5003040,India,0,86034
3991407,India,0,34938
1102459,India,0,169230
3690132,India,0,20129
2505579,India,0,363609
1126012,India,0,15762
2377056,India,0,430865
1393905,India,0,20980
1983375,India,0,72632
5338384,India,0,112484
4840779,India,0,91803
3362594,India,0,286556
5947708,India,0,229361
1627301,India,0,8852
2032543,India,0,431967
3415960,India,0,180700
4265582,India,0,79610
1427233,India,0,202482
3770572,India,0,190243
5421579,India,0,324271
1470777,India,0,242330
2738789,India,0,116516
1783720,India,0,87831
5085688,India,0,281448
2132407,India,0,302636
2779587,India,0,97290
3414952,India,0,81949
4653289,India,0,413548
5571047,India,0,241876
2818776,India,0,204424
5025206,India,0,44120
3432120,India,0,352628
1904587,India,0,396488
1985836,India,0,200686
1046181,India,0,395232
1939230,India,0,204583
5576398,India,0,211115
3746425,India,0,181963
3740420,India,0,422688
3004715,India,0,424107
3768926,India,0,167060
4210352,India,0,277517
4872886,India,0,268403
3942021,India,0,366921
5378883,India,0,179693
1304351,India,0,149537
4580625,India,0,332034
5085391,India,0,75605
3787191,India,0,145749
5946140,India,0,229950
1329333,India,0,180076
4521412,India,0,411547
2052886,India,0,227610
5715834,India,0,396996
2182413,India,0,157664
1255366,India,0,336651
1373745,India,0,268008
5434605,India,0,424752
3371283,India,0,144854
5278520,India,0,205421
3298037,India,0,261526
5898914,India,0,396654
2575411,India,0,237790
1653521,India,0,78886
3560218,India,0,107502
2151311,India,0,118545
3776306,India,0,273136
1223860,India,0,84889
2900486,India,0,422918
5616883,India,0,311605
5657262,India,0,288309
1841442,India,0,182494
3906006,India,0,249201
1343223,India,0,165870
5582388,India,0,325412
1421892,India,0,417936
2094011,India,0,309432
1770214,India,0,79348
3083014,India,0,112356
5139390,India,0,183381
1983569,India,0,93884
4102858,India,0,264441
3740968,India,0,352215
4546498,India,0,301812
1161558,India,0,424622
5565286,India,0,74175
4645545,India,0,356580
2311731,India,0,129795
4761957,India,0,81090
3762012,India,0,172305
5306424,India,0,325035
5993366,India,0,288185
3570404,India,0,362613
1950607,India,0,161264
5356545,India,0,415654
4985982,India,0,112867
4334786,India,0,280974
3301653,India,0,285638
5886933,India,0,391500
4750466,India,0,357655
5070949,India,0,200903
1677795,India,0,270745
3719801,India,0,308806
1130320,India,0,246535
4001072,India,0,24533
5619771,India,0,273032
1553068,India,0,54857
3910485,India,0,391511
4993509,India,0,14633
2733448,India,0,312860
2780092,India,0,93519
2263685,India,0,297596
5491603,India,0,199903
2689980,India,0,42096
2673640,India,0,148603
